time,max_A,total_A
0,0,0
0.02,0.94877559014421,0.10026513098861
0.04,0.91779423249374,0.10026513098953
0.06,0.88902917661146,0.10026513098916
0.08,0.8701966726758,0.10026513098879
0.1,0.84701023931068,0.10026513098868
0.12,0.82743517870468,0.10026513098845
0.14,0.80803959617886,0.1002651309883
0.16,0.78545016993207,0.10026513098812
0.18,0.77344402148304,0.10026513098805
0.2,0.75787175770667,0.10026513098801
0.22,0.74283546727097,0.10026513098795
0.24,0.72941285918793,0.10026513098793
0.26,0.71322922496564,0.10026513098791
0.28,0.70303525164009,0.10026513098789
0.3,0.69172763779599,0.10026513098788
0.32,0.6797643721806,0.10026513098787
0.34,0.66982306877188,0.10026513098786
0.36,0.65755549763418,0.10026513098785
0.38,0.64891418684706,0.10026513098785
0.4,0.64024988913598,0.10026513098784
0.42,0.63045490874108,0.10026513098784
0.44,0.62273171739132,0.10026513098783
0.46,0.61303845487432,0.10026513098783
0.48,0.60565086804784,0.10026513098783
0.5,0.59874928322832,0.10026513098783
0.52,0.59054427410932,0.10026513098782
0.54,0.58432995227118,0.10026513098782
0.56,0.57642924175013,0.10026513098782
0.58,0.57004353400152,0.10026513098782
0.6,0.56438329366904,0.10026513098782
0.62,0.5573826302888,0.10026513098782
0.64,0.55224683530298,0.10026513098782
0.66,0.54565082956841,0.10026513098782
0.68,0.5400709616132,0.10026513098782
0.7,0.5353223599661,0.10026513098782
0.72,0.52925882980707,0.10026513098782
0.74,0.52492427813089,0.10026513098782
0.76,0.51931164328198,0.10026513098781
0.78,0.5143873216182,0.10026513098781
0.8,0.51033081004613,0.10026513098781
0.82,0.50509298754172,0.10026513098781
0.84,0.50129234832919,0.10026513098781
0.86,0.49644205750743,0.10026513098781
0.88,0.49205761233453,0.10026513098781
0.9,0.48854081356409,0.10026513098781
0.92,0.48397421918805,0.10026513098781
0.94,0.48058939717936,0.10026513098781
0.96,0.47634394231718,0.10026513098781
0.98,0.47240943063869,0.10026513098781
1,0.46932294227523,0.10026513098781
1.02,0.4652959951482,0.10026513098781
1.04,0.46225678860611,0.10026513098781
1.06,0.4585005775297,0.10026513098781
1.08,0.45494520053902,0.10026513098781
1.1,0.45220822688268,0.10026513098781
1.12,0.44862272381677,0.10026513098781
1.14,0.44587435776127,0.10026513098781
1.16,0.44252043138558,0.10026513098781
1.18,0.43928776325899,0.10026513098781
1.2,0.43683919554598,0.10026513098781
1.22,0.4336201892753,0.10026513098781
1.24,0.43111924900128,0.10026513098781
1.26,0.42810079015686,0.10026513098781
1.28,0.42514532132972,0.10026513098781
1.3,0.42293798814126,0.10026513098781
1.32,0.42002717139974,0.10026513098781
1.34,0.41773876187802,0.10026513098781
1.36,0.4150034842488,0.10026513098781
1.38,0.41228809852898,0.10026513098781
1.4,0.41028493899219,0.10026513098781
1.42,0.40763618781194,0.10026513098781
1.44,0.40553190933848,0.10026513098781
1.46,0.40303824091782,0.10026513098781
1.48,0.40053235373066,0.10026513098781
1.5,0.39870379804891,0.10026513098781
1.52,0.39628008888361,0.10026513098781
1.54,0.39433656768734,0.10026513098781
1.56,0.39205098966068,0.10026513098781
1.58,0.38972915894617,0.10026513098781
1.6,0.38805129183384,0.10026513098781
1.62,0.3858225200493,0.10026513098781
1.64,0.38402032395313,0.10026513098781
1.66,0.38191547368345,0.10026513098781
1.68,0.37975635026712,0.10026513098781
1.7,0.37820959528808,0.10026513098781
1.72,0.37615099947906,0.10026513098781
1.74,0.37447382521532,0.10026513098781
1.76,0.37252711735328,0.10026513098781
1.78,0.37051264277116,0.10026513098781
1.8,0.36908080183016,0.10026513098781
1.82,0.36717180500011,0.10026513098781
1.84,0.36560586066304,0.10026513098781
1.86,0.36379846729335,0.10026513098781
1.88,0.36191325389656,0.10026513098781
1.9,0.36058279404366,0.10026513098781
1.92,0.35880613745229,0.10026513098781
1.94,0.35733966723165,0.10026513098781
1.96,0.35565575171276,0.10026513098781
1.98,0.35388659859011,0.10026513098781
2,0.35264611434639,0.10026513098781
2.02,0.35098720060459,0.10026513098781
2.04,0.34961011473753,0.10026513098781
2.06,0.34803624797115,0.10026513098781
2.08,0.34637175919823,0.10026513098781
2.1,0.34521156160105,0.10026513098781
2.12,0.3436579498472,0.10026513098781
2.14,0.34236153339866,0.10026513098781
2.16,0.34088624338085,0.10026513098781
2.18,0.33931652418209,0.10026513098781
2.2,0.33822832274501,0.10026513098781
2.22,0.33676933601304,0.10026513098781
2.24,0.33554601742609,0.10026513098781
2.26,0.33415943758589,0.10026513098781
2.28,0.33267585041803,0.10026513098781
2.3,0.33165250418502,0.10026513098781
2.32,0.330278920668,0.10026513098781
2.34,0.32912208613801,0.10026513098781
2.36,0.32781567786596,0.10026513098781
2.38,0.32641064502366,0.10026513098781
2.4,0.32544596566942,0.10026513098781
2.42,0.32414977350268,0.10026513098781
2.44,0.3230536168457,0.10026513098781
2.46,0.32181994841458,0.10026513098781
2.48,0.32048679107803,0.10026513098781
2.5,0.31957538567793,0.10026513098781
2.52,0.31834958636589,0.10026513098781
2.54,0.31730898664269,0.10026513098781
2.56,0.31614155546964,0.10026513098781
2.58,0.31487436153845,0.10026513098781
2.6,0.31401150590468,0.10026513098781
2.62,0.31284995539256,0.10026513098781
2.64,0.31186037643032,0.10026513098781
2.66,0.31075346499219,0.10026513098781
2.68,0.30954697983773,0.10026513098781
2.7,0.30872851564467,0.10026513098781
2.72,0.30762579480762,0.10026513098781
2.74,0.30668320214041,0.10026513098781
2.76,0.30563176026792,0.10026513098781
2.78,0.30448129586832,0.10026513098781
2.8,0.30370354646536,0.10026513098781
2.82,0.30265485479324,0.10026513098781
2.84,0.30175564656602,0.10026513098781
2.86,0.30075519459704,0.10026513098781
2.88,0.29965655352015,0.10026513098781
2.9,0.29891625455123,0.10026513098781
2.92,0.29791732230529,0.10026513098781
2.94,0.29705827146483,0.10026513098781
2.96,0.29610482006386,0.10026513098781
2.98,0.29505423149837,0.10026513098781
3,0.2943484733883,0.10026513098781
3.02,0.29339548844574,0.10026513098781
3.04,0.29257369401209,0.10026513098781
3.06,0.2916636772204,0.10026513098781
3.08,0.2906577429298,0.10026513098781
3.1,0.28998392274418,0.10026513098781
3.12,0.28907346947538,0.10026513098781
3.14,0.28828631550037,0.10026513098781
3.16,0.28741653475618,0.10026513098781
3.18,0.28645218317773,0.10026513098781
3.2,0.28580796436742,0.10026513098781
3.22,0.28493697216858,0.10026513098781
3.24,0.28418209269257,0.10026513098781
3.26,0.2833496695549,0.10026513098781
3.28,0.28242411654638,0.10026513098781
3.3,0.28180739493136,0.10026513098781
3.32,0.28097309467954,0.10026513098781
3.34,0.28024834384243,0.10026513098781
3.36,0.27945068000567,0.10026513098781
3.38,0.27856139523768,0.10026513098781
3.4,0.27797027011729,0.10026513098781
3.42,0.27717015722199,0.10026513098781
3.44,0.2764735836473,0.10026513098781
3.46,0.27570832684145,0.10026513098781
3.48,0.27485300477937,0.10026513098781
3.5,0.27428575432993,0.10026513098781
3.52,0.27351755706396,0.10026513098781
3.54,0.272847381747,0.10026513098781
3.56,0.27211239655792,0.10026513098781
3.58,0.27128893152541,0.10026513098781
3.6,0.27074399172719,0.10026513098781
3.61,0.27042266789941,0.10026513098781
3.62,0.27005297081036,0.10026513098781
3.63,0.26971456075943,0.10026513098781
3.64,0.2694556900915,0.10026513098781
3.65,0.2691485986815,0.10026513098781
3.66,0.26879375149773,0.10026513098781
3.67,0.26839163512889,0.10026513098781
3.68,0.26805019395268,0.10026513098781
3.69,0.26783349572627,0.10026513098781
3.7,0.26756920762846,0.10026513098781
3.71,0.26725776237288,0.10026513098781
3.72,0.26689961411714,0.10026513098781
3.73,0.26657697331032,0.10026513098781
3.74,0.26632578734262,0.10026513098781
3.75,0.26602804067253,0.10026513098781
3.76,0.26568417284132,0.10026513098781
3.77,0.26529464386008,0.10026513098781
3.78,0.26497080396528,0.10026513098781
3.79,0.26476027208016,0.10026513098781
3.8,0.26450377371426,0.10026513098781
3.81,0.26420171821875,0.10026513098781
3.82,0.26385453525039,0.10026513098781
3.83,0.26354655128594,0.10026513098781
3.84,0.26330268621316,0.10026513098781
3.86,0.26263671761875,0.10026513098781
3.88,0.26190645222419,0.10026513098781
3.9,0.26141073608649,0.10026513098781
3.92,0.26074075346345,0.10026513098781
3.94,0.26016510539021,0.10026513098781
3.96,0.25952320873928,0.10026513098781
3.98,0.25881747220762,0.10026513098781
4,0.25833961679035,0.10026513098781
4.02,0.25769345534721,0.10026513098781
4.04,0.25713707997778,0.10026513098781
4.05,0.25686862825509,0.10026513098781
4.06,0.25655860538648,0.10026513098781
4.07,0.25620739800261,0.10026513098781
4.08,0.25591812247181,0.10026513098781
4.09,0.25572796041535,0.10026513098781
4.1,0.25549635738803,0.10026513098781
4.11,0.25522365786216,0.10026513098781
4.12,0.25491022359994,0.10026513098781
4.13,0.25463383686918,0.10026513098781
4.14,0.25441349925146,0.10026513098781
4.15,0.25415253859564,0.10026513098781
4.16,0.25385130564864,0.10026513098781
4.17,0.25351016773201,0.10026513098781
4.18,0.25323448699765,0.10026513098781
4.19,0.2530493067473,0.10026513098781
4.2,0.25282397637227,0.10026513098781
4.21,0.25255882332532,0.10026513098781
4.22,0.25225419150595,0.10026513098781
4.23,0.25198924958602,0.10026513098781
4.24,0.25177481638237,0.10026513098781
4.25,0.25152100945676,0.10026513098781
4.26,0.25122816236858,0.10026513098781
4.27,0.25089662445763,0.10026513098781
4.28,0.25063361565254,0.10026513098781
4.29,0.25045321070657,0.10026513098781
4.3,0.2502338804223,0.10026513098781
4.31,0.24997593638983,0.10026513098781
4.32,0.24967970585988,0.10026513098781
4.33,0.24942548765524,0.10026513098781
4.34,0.24921670519,0.10026513098781
4.35,0.24896973516606,0.10026513098781
4.36,0.24868489511456,0.10026513098781
4.37,0.24836251760564,0.10026513098781
4.38,0.24811133836296,0.10026513098781
4.39,0.24793551340211,0.10026513098781
4.4,0.24772192649315,0.10026513098781
4.41,0.24747087442109,0.10026513098781
4.42,0.24718266889753,0.10026513098781
4.43,0.24693851302652,0.10026513098781
4.44,0.24673514218967,0.10026513098781
4.45,0.24649471121058,0.10026513098781
4.46,0.24621752265259,0.10026513098781
4.47,0.24590389342496,0.10026513098781
4.48,0.24566377338026,0.10026513098781
4.49,0.24549234356633,0.10026513098781
4.5,0.24528425804499,0.10026513098781
4.51,0.24503979976457,0.10026513098781
4.52,0.24475926591372,0.10026513098781
4.53,0.24452456465264,0.10026513098781
4.54,0.24432637988666,0.10026513098781
4.55,0.24409220766466,0.10026513098781
4.56,0.24382233655394,0.10026513098781
4.57,0.24351706881893,0.10026513098781
4.58,0.2432873021584,0.10026513098781
4.59,0.24312009247702,0.10026513098781
4.6,0.24291728005402,0.10026513098781
4.61,0.24267913488939,0.10026513098781
4.62,0.24240594058095,0.10026513098781
4.63,0.24218013452934,0.10026513098781
4.64,0.24198692289518,0.10026513098781
4.65,0.24175874542953,0.10026513098781
4.66,0.24149587759562,0.10026513098781
4.67,0.24119860794565,0.10026513098781
4.68,0.24097854685379,0.10026513098781
4.69,0.24081539149968,0.10026513098781
4.7,0.24061763663655,0.10026513098781
4.71,0.24038554013228,0.10026513098781
4.72,0.24011937285028,0.10026513098781
4.73,0.23990194621929,0.10026513098781
4.74,0.23971350653523,0.10026513098781
4.75,0.23949107493934,0.10026513098781
4.76,0.23923491461077,0.10026513098781
4.77,0.23894530124703,0.10026513098781
4.78,0.23873435013054,0.10026513098781
4.79,0.23857509193313,0.10026513098781
4.8,0.23838219096944,0.10026513098781
4.81,0.23815589372639,0.10026513098781
4.82,0.23789645912109,0.10026513098781
4.83,0.23768693556183,0.10026513098781
4.84,0.23750307760919,0.10026513098781
4.85,0.23728615703649,0.10026513098781
4.86,0.23703642549393,0.10026513098781
4.87,0.23675414661387,0.10026513098781
4.88,0.23655175699704,0.10026513098781
4.89,0.23639624688444,0.10026513098781
4.9,0.23620800723362,0.10026513098781
4.91,0.23598727384282,0.10026513098781
4.92,0.23573429440929,0.10026513098781
4.93,0.23553223331044,0.10026513098781
4.94,0.23535277710069,0.10026513098781
4.95,0.23514114576009,0.10026513098781
4.96,0.2348975801062,0.10026513098781
4.97,0.23462233243443,0.10026513098781
4.98,0.23442799843724,0.10026513098781
4.99,0.23427609493618,0.10026513098781
5,0.23409233434407,0.10026513098781
5.01,0.23387694240946,0.10026513098781
5.02,0.23363015628018,0.10026513098781
5.03,0.23343514947453,0.10026513098781
5.04,0.23325992457276,0.10026513098781
5.05,0.23305337282516,0.10026513098781
5.06,0.23281572485975,0.10026513098781
5.07,0.23254722230751,0.10026513098781
5.08,0.23236047663082,0.10026513098781
5.09,0.23221204540048,0.10026513098781
5.1,0.2320325912613,0.10026513098781
5.11,0.23182233050278,0.10026513098781
5.12,0.23158149034309,0.10026513098781
5.13,0.23139315917137,0.10026513098781
5.14,0.23122200407131,0.10026513098781
5.15,0.23102033359978,0.10026513098781
5.16,0.23078836878996,0.10026513098781
5.17,0.23052634123038,0.10026513098781
5.18,0.2303467515833,0.10026513098781
5.19,0.23020166498075,0.10026513098781
5.2,0.23002635370569,0.10026513098781
5.21,0.22982102513522,0.10026513098781
5.22,0.22958589713147,0.10026513098781
5.23,0.22940388981903,0.10026513098781
5.24,0.22923665136552,0.10026513098781
5.25,0.22903967441226,0.10026513098781
5.26,0.22881317094839,0.10026513098781
5.27,0.22855736309597,0.10026513098781
5.28,0.22838452900994,0.10026513098781
5.29,0.22824266568511,0.10026513098781
5.3,0.22807134211894,0.10026513098781
5.31,0.22787075728287,0.10026513098781
5.32,0.22764112021451,0.10026513098781
5.33,0.22746510952288,0.10026513098781
5.34,0.22730164237767,0.10026513098781
5.35,0.22710918104176,0.10026513098781
5.36,0.22688792897093,0.10026513098781
5.37,0.22663809935491,0.10026513098781
5.38,0.2264716493374,0.10026513098781
5.39,0.22633289385561,0.10026513098781
5.4,0.22616541073745,0.10026513098781
5.41,0.22596939101872,0.10026513098781
5.42,0.22574503540604,0.10026513098781
5.43,0.22557471652616,0.10026513098781
5.44,0.22541488267353,0.10026513098781
5.45,0.22522676826387,0.10026513098781
5.46,0.22501056869372,0.10026513098781
5.47,0.22476648871646,0.10026513098781
5.48,0.22460607770272,0.10026513098781
5.49,0.22447032019252,0.10026513098781
5.5,0.22430653765675,0.10026513098781
5.51,0.22411491363241,0.10026513098781
5.52,0.22389564095341,0.10026513098781
5.53,0.22373072961215,0.10026513098781
5.54,0.22357439790114,0.10026513098781
5.55,0.22339047033976,0.10026513098781
5.56,0.22317913470612,0.10026513098781
5.57,0.22294058777819,0.10026513098781
5.58,0.22278589484284,0.10026513098781
5.59,0.22265303066897,0.10026513098781
5.6,0.22249281578389,0.10026513098781
5.61,0.22230542663226,0.10026513098781
5.62,0.22209104860171,0.10026513098781
5.63,0.22193127935693,0.10026513098781
5.64,0.22177832507704,0.10026513098781
5.65,0.22159843234831,0.10026513098781
5.66,0.22139178174057,0.10026513098781
5.67,0.22115856248548,0.10026513098781
5.68,0.22100928878761,0.10026513098781
5.69,0.22087921824384,0.10026513098781
5.7,0.22072244458294,0.10026513098781
5.71,0.22053913753564,0.10026513098781
5.72,0.22032947544049,0.10026513098781
5.73,0.22017460014375,0.10026513098781
5.74,0.2200249046313,0.10026513098781
5.75,0.21984890227276,0.10026513098781
5.76,0.21964676681184,0.10026513098781
5.77,0.21941868033372,0.10026513098781
5.78,0.21927454727062,0.10026513098781
5.79,0.2191471752936,0.10026513098781
5.8,0.21899372253815,0.10026513098781
5.81,0.21881435237381,0.10026513098781
5.82,0.21860923646019,0.10026513098781
5.83,0.21845902286692,0.10026513098781
5.84,0.21831247313974,0.10026513098781
5.85,0.21814022377125,0.10026513098781
5.86,0.21794244203552,0.10026513098781
5.87,0.21771930324414,0.10026513098781
5.88,0.21758005078779,0.10026513098781
5.89,0.21745528669321,0.10026513098781
5.9,0.21730504026371,0.10026513098781
5.91,0.21712946883964,0.10026513098781
5.92,0.21692873774699,0.10026513098781
5.93,0.21678296825719,0.10026513098781
5.94,0.21663945667542,0.10026513098781
5.95,0.21647082956336,0.10026513098781
5.96,0.21627724805829,0.10026513098781
5.97,0.21605888104638,0.10026513098781
5.98,0.21592426621592,0.10026513098781
5.99,0.21580202344756,0.10026513098781
6,0.21565487416768,0.10026513098781
