time,disp_y_top,p_avg,p_base,p_mid
0,0,0,0,0
500000,-0.00083160526310933,34.561404480298,51.832961136104,38.893292792828
1000000,-0.00083328052428811,1.0561809044221,1.6505042551865,1.1761467595539
1500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
2000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
2500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
3000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
3500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
4000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
4500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
5000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
5500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
6000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
6500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
7000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
7500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
8000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
8500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
9000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
9500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
10000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
10500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
11000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
11500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
12000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
12500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
13000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
13500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
14000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
14500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
15000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
15500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
16000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
16500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
17000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
17500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
18000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
18500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
19000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
19500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
20000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
20500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
21000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
21500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
22000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
22500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
23000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
23500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
24000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
24500000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
25000000,-0.00083333296404252,0.0073858163161778,0.01159711343032,0.008207883779019
